NF;Produto;Categoria;Valor;Quantidade;Total bruto;Forma de pagamento;Data da venda;Comissão;Data Vencimento;Vendedor Novo
1598;Casaco;Seção Feminina;26,55;38;1008,9;Boleto - à prazo;05/08/2021;0,15;30/09/2021;0
1599;Tênis;Seção Feminina;21,34;77;1643,18;Boleto - à prazo;05/08/2021;0,1;04/10/2021;1
1600;Casaco;Seção Feminina;26,1;83;2166,3;Boleto - à prazo;05/08/2021;0,1;02/10/2021;1
1601;Casaco;Seção Feminina;21;36;756;Boleto - à prazo;05/08/2021;0,05;10/08/2021;1
1602;Vestido;Seção Feminina;38,93;56;2180,08;Boleto - à prazo;07/08/2021;0,1;21/09/2021;1
1603;Vestido;Seção Masculina;44,21;76;3359,96;Boleto - à prazo;07/08/2021;0,15;28/08/2021;0
1604;Calça;Seção Feminina;38,93;40;1557,2;À vista - boleto;08/08/2021;0,15;25/08/2021;0
1605;Sapato;Seção Feminina;21,34;98;2091,32;Dinheiro - À vista;08/08/2021;0,15;08/08/2021;0
1606;Vestido;Seção Masculina;44,21;29;1282,09;À prazo - Cartão;08/08/2021;0,05;06/09/2021;0
1607;Tênis;Seção Feminina;38,93;4;155,72;À vista - boleto;09/08/2021;0,15;03/10/2021;1
1608;Casaco;Seção Masculina;21,34;98;2091,32;Boleto - à prazo;09/08/2021;0,1;14/09/2021;0
1609;Casaco;Seção Masculina;26,55;80;2124;À vista - boleto;09/08/2021;0,15;29/08/2021;1
1610;Sapato;Seção Feminina;21,2;64;1356,8;À vista - boleto;09/08/2021;0,1;11/08/2021;0
1611;Calça;Seção Feminina;44,21;12;530,52;À prazo - Cartão;10/08/2021;0,15;11/08/2021;0
1612;Sapato;Seção Masculina;38,93;30;1167,9;À vista - cartão;11/08/2021;0,1;01/10/2021;0
1613;Vestido;Seção Masculina;38,93;18;700,74;À vista - cartão;11/08/2021;0,1;08/09/2021;1
1614;Sapato;Seção Masculina;44,21;78;3448,38;À vista - cartão;11/08/2021;0,15;08/10/2021;1
1615;Vestido;Seção Masculina;26,1;38;991,8;À prazo - Cartão;12/08/2021;0,1;24/08/2021;0
1616;Casaco;Seção Masculina;26,55;15;398,25;Boleto - à prazo;12/08/2021;0,15;02/09/2021;0
1617;Vestido;Seção Feminina;38,93;40;1557,2;À vista - Dinheiro;12/08/2021;0,1;12/08/2021;1
1618;Calça;Seção Masculina;44,21;32;1414,72;À prazo - Cartão;12/08/2021;0,15;17/09/2021;1
1619;Casaco;Seção Masculina;21,34;81;1728,54;Boleto - à prazo;12/08/2021;0,15;16/09/2021;1
1620;Vestido;Seção Feminina;26,55;59;1566,45;À vista - cartão;12/08/2021;0,1;18/08/2021;1
1621;Casaco;Seção Masculina;44,21;96;4244,16;À vista - cartão;12/08/2021;0,1;29/09/2021;0
1622;Tênis;Seção Masculina;38,93;25;973,25;Dinheiro - À vista;12/08/2021;0,1;12/08/2021;0
1623;Sapato;Seção Masculina;44,21;68;3006,28;À prazo - Cartão;13/08/2021;0,15;12/10/2021;1
1624;Vestido;Seção Feminina;26,55;71;1885,05;À vista - Dinheiro;13/08/2021;0,1;13/08/2021;0
1625;Tênis;Seção Feminina;26,55;89;2362,95;À vista - cartão;13/08/2021;0,05;23/08/2021;0
1626;Sapato;Seção Masculina;44,21;44;1945,24;Boleto - à prazo;14/08/2021;0,15;23/08/2021;0
1627;Sapato;Seção Feminina;38,93;8;311,44;À vista - boleto;14/08/2021;0,1;17/08/2021;1
1628;Vestido;Seção Feminina;21,34;71;1515,14;À vista - boleto;14/08/2021;0,1;30/09/2021;1
1629;Sapato;Seção Feminina;21,2;83;1759,6;À vista - cartão;15/08/2021;0,1;04/09/2021;0
1630;Casaco;Seção Feminina;21,2;28;593,6;À prazo - Cartão;15/08/2021;0,1;22/09/2021;0
1631;Sapato;Seção Feminina;44,21;63;2785,23;Boleto - à prazo;16/08/2021;0,1;23/08/2021;1
1632;Casaco;Seção Masculina;21,2;47;996,4;Boleto - à prazo;16/08/2021;0,1;16/09/2021;0
1633;Vestido;Seção Feminina;21,2;90;1908;À prazo - Cartão;18/08/2021;0,1;20/08/2021;1
1634;Vestido;Seção Feminina;21;90;1890;Boleto - à prazo;19/08/2021;0,1;15/10/2021;0
1635;Tênis;Seção Masculina;38,93;53;2063,29;Dinheiro - À vista;19/08/2021;0,15;19/08/2021;0
1636;Sapato;Seção Feminina;44,21;41;1812,61;À prazo - Cartão;19/08/2021;0,15;22/09/2021;0
1637;Casaco;Seção Masculina;21,34;100;2134;Boleto - à prazo;20/08/2021;0,15;02/10/2021;0
1638;Casaco;Seção Masculina;21,2;16;339,2;À vista - boleto;20/08/2021;0,15;11/10/2021;0
1639;Sapato;Seção Feminina;21,34;11;234,74;Boleto - à prazo;20/08/2021;0,15;15/09/2021;1
1640;Casaco;Seção Feminina;26,1;31;809,1;À vista - cartão;21/08/2021;0,1;23/09/2021;1
1641;Sapato;Seção Feminina;21,2;21;445,2;Boleto - à prazo;22/08/2021;0,1;19/10/2021;0
1642;Vestido;Seção Feminina;44,21;20;884,2;Dinheiro - À vista;22/08/2021;0,1;22/08/2021;0
1643;Calça;Seção Masculina;38,93;64;2491,52;À prazo - Cartão;23/08/2021;0,15;12/09/2021;1
1644;Sapato;Seção Feminina;26,55;36;955,8;Boleto - à prazo;23/08/2021;0,1;26/09/2021;0
1645;Casaco;Seção Feminina;21,2;41;869,2;À vista - Dinheiro;23/08/2021;0,15;23/08/2021;1
1646;Casaco;Seção Feminina;26,55;27;716,85;À vista - cartão;24/08/2021;0,15;22/10/2021;0
1647;Casaco;Seção Masculina;26,1;87;2270,7;À prazo - Cartão;24/08/2021;0,1;28/08/2021;1
1648;Vestido;Seção Masculina;26,1;73;1905,3;À vista - cartão;25/08/2021;0,15;04/09/2021;0
1649;Casaco;Seção Feminina;21,34;81;1728,54;Boleto - à prazo;25/08/2021;0,1;19/10/2021;1
1650;Calça;Seção Feminina;26,55;92;2442,6;Boleto - à prazo;25/08/2021;0,1;28/09/2021;1
1651;Casaco;Seção Feminina;26,55;8;212,4;Dinheiro - À vista;25/08/2021;0,15;25/08/2021;1
1652;Casaco;Seção Masculina;44,21;56;2475,76;Boleto - à prazo;26/08/2021;0,1;05/10/2021;1
1653;Casaco;Seção Feminina;38,93;62;2413,66;À vista - boleto;27/08/2021;0,05;05/09/2021;0
1654;Calça;Seção Masculina;38,93;11;428,23;Boleto - à prazo;27/08/2021;0,1;13/10/2021;0
1655;Vestido;Seção Masculina;38,93;87;3386,91;À prazo - Cartão;28/08/2021;0,15;02/09/2021;0
1656;Sapato;Seção Masculina;21,34;58;1237,72;À vista - boleto;30/08/2021;0,05;07/09/2021;1
1657;Sapato;Seção Feminina;44,21;57;2519,97;Boleto - à prazo;30/08/2021;0,1;09/09/2021;0
1658;Calça;Seção Masculina;26,55;40;1062;Boleto - à prazo;30/08/2021;0,15;19/09/2021;1
1659;Tênis;Seção Feminina;26,55;55;1460,25;À prazo - Cartão;01/09/2021;0,15;18/09/2021;1
1660;Vestido;Seção Masculina;21,34;50;1067;Boleto - à prazo;01/09/2021;0,1;13/09/2021;1
1661;Sapato;Seção Masculina;21,2;76;1611,2;À prazo - Cartão;02/09/2021;0,15;16/09/2021;1
1662;Sapato;Seção Masculina;21,34;75;1600,5;Dinheiro - À vista;02/09/2021;0,15;02/09/2021;1
1663;Sapato;Seção Masculina;26,55;62;1646,1;À prazo - Cartão;03/09/2021;0,1;27/10/2021;0
1664;Sapato;Seção Feminina;35,18;50;1759;À prazo - Cartão;04/09/2021;0,1;25/09/2021;1
1665;Sapato;Seção Feminina;44,21;60;2652,6;À vista - cartão;04/09/2021;0,1;03/11/2021;1
1666;Vestido;Seção Masculina;21,2;50;1060;À vista - Dinheiro;04/09/2021;0,1;04/09/2021;0
1667;Casaco;Seção Masculina;21,2;78;1653,6;À prazo - Cartão;05/09/2021;0,15;11/09/2021;0
1668;Calça;Seção Masculina;26,55;55;1460,25;À prazo - Cartão;06/09/2021;0,15;29/10/2021;0
1669;Casaco;Seção Feminina;38,93;21;817,53;Dinheiro - À vista;06/09/2021;0,1;06/09/2021;1
1670;Sapato;Seção Feminina;26,55;39;1035,45;À prazo - Cartão;07/09/2021;0,1;27/09/2021;0
1671;Vestido;Seção Masculina;38,93;76;2958,68;Dinheiro - À vista;07/09/2021;0,1;07/09/2021;1
1672;Tênis;Seção Masculina;44,21;98;4332,58;À vista - cartão;07/09/2021;0,15;06/11/2021;0
1673;Vestido;Seção Feminina;21,2;83;1759,6;À prazo - Cartão;08/09/2021;0,1;12/09/2021;0
1674;Sapato;Seção Masculina;44,21;92;4067,32;Boleto - à prazo;08/09/2021;0,1;19/09/2021;1
1675;Calça;Seção Masculina;21,34;80;1707,2;Boleto - à prazo;08/09/2021;0,1;06/10/2021;0
1676;Sapato;Seção Feminina;26,55;94;2495,7;À vista - boleto;08/09/2021;0,1;21/09/2021;1
1677;Vestido;Seção Masculina;38,93;90;3503,7;Boleto - à prazo;09/09/2021;0,15;03/10/2021;1
1678;Sapato;Seção Masculina;44,21;43;1901,03;Boleto - à prazo;09/09/2021;0,15;26/10/2021;1
1679;Casaco;Seção Masculina;44,21;78;3448,38;Boleto - à prazo;09/09/2021;0,1;12/09/2021;1
1680;Sapato;Seção Feminina;26,1;6;156,6;Boleto - à prazo;09/09/2021;0,1;29/09/2021;1
1681;Tênis;Seção Masculina;26,1;98;2557,8;À prazo - Cartão;10/09/2021;0,15;05/11/2021;1
1682;Sapato;Seção Masculina;38,93;60;2335,8;À prazo - Cartão;10/09/2021;0,15;04/11/2021;1
1683;Calça;Seção Feminina;38,93;52;2024,36;À vista - boleto;11/09/2021;0,1;18/10/2021;0
1684;Tênis;Seção Masculina;38,93;85;3309,05;À prazo - Cartão;11/09/2021;0,1;25/10/2021;1
1685;Sapato;Seção Masculina;26,1;33;861,3;Boleto - à prazo;12/09/2021;0,15;28/09/2021;0
1686;Vestido;Seção Masculina;26,1;55;1435,5;À vista - cartão;12/09/2021;0,1;05/11/2021;0
1687;Sapato;Seção Feminina;38,93;62;2413,66;Dinheiro - À vista;12/09/2021;0,15;12/09/2021;1
1688;Calça;Seção Masculina;21,2;50;1060;À vista - boleto;13/09/2021;0,1;18/10/2021;1
1689;Casaco;Seção Masculina;26,1;3;78,3;À prazo - Cartão;13/09/2021;0,1;27/10/2021;1
1690;Tênis;Seção Masculina;26,1;63;1644,3;Dinheiro - À vista;13/09/2021;0,15;13/09/2021;0
1691;Sapato;Seção Feminina;26,55;30;796,5;À prazo - Cartão;14/09/2021;0,1;27/09/2021;1
1692;Sapato;Seção Masculina;26,1;47;1226,7;À vista - boleto;14/09/2021;0,1;13/10/2021;1
1693;Casaco;Seção Masculina;26,55;83;2203,65;À vista - boleto;15/09/2021;0,05;09/10/2021;0
1694;Sapato;Seção Feminina;26,55;68;1805,4;Boleto - à prazo;15/09/2021;0,1;11/11/2021;1
1695;Tênis;Seção Masculina;21,34;32;682,88;À vista - Dinheiro;17/09/2021;0,15;17/09/2021;1
1696;Vestido;Seção Feminina;26,55;35;929,25;À vista - boleto;17/09/2021;0,1;02/11/2021;1
1697;Tênis;Seção Masculina;21,34;92;1963,28;À prazo - Cartão;17/09/2021;0,1;19/10/2021;0
1698;Casaco;Seção Masculina;44,21;49;2166,29;À prazo - Cartão;17/09/2021;0,15;02/10/2021;0
1699;Tênis;Seção Masculina;26,55;18;477,9;Boleto - à prazo;17/09/2021;0,1;27/10/2021;0
1700;Sapato;Seção Masculina;44,21;38;1679,98;À prazo - Cartão;18/09/2021;0,15;07/11/2021;0
1701;Sapato;Seção Masculina;21,34;74;1579,16;À prazo - Cartão;18/09/2021;0,1;11/11/2021;0
1702;Casaco;Seção Feminina;35,18;22;773,96;À prazo - Cartão;19/09/2021;0,1;30/09/2021;1
1703;Vestido;Seção Feminina;44,21;35;1547,35;À vista - boleto;19/09/2021;0,1;03/11/2021;0
1704;Vestido;Seção Feminina;26,55;51;1354,05;À vista - boleto;20/09/2021;0,1;25/10/2021;0
1705;Sapato;Seção Feminina;21,2;46;975,2;Boleto - à prazo;21/09/2021;0,1;06/11/2021;0
1706;Casaco;Seção Masculina;21,2;24;508,8;Boleto - à prazo;21/09/2021;0,1;14/10/2021;0
1707;Calça;Seção Masculina;26,1;91;2375,1;Boleto - à prazo;21/09/2021;0,1;13/10/2021;0
1708;Casaco;Seção Masculina;26,1;91;2375,1;À prazo - Cartão;21/09/2021;0,1;20/11/2021;1
1709;Sapato;Seção Feminina;38,93;55;2141,15;À vista - cartão;21/09/2021;0,1;09/10/2021;0
1710;Calça;Seção Masculina;21;70;1470;À vista - boleto;21/09/2021;0,1;26/09/2021;1
1711;Sapato;Seção Feminina;26,55;19;504,45;Boleto - à prazo;22/09/2021;0,1;11/11/2021;0
1712;Tênis;Seção Masculina;21;38;798;À prazo - Cartão;22/09/2021;0,1;02/10/2021;1
1713;Vestido;Seção Masculina;26,55;86;2283,3;Boleto - à prazo;22/09/2021;0,1;28/09/2021;0
1714;Calça;Seção Feminina;21;16;336;Boleto - à prazo;22/09/2021;0,1;24/09/2021;0
1715;Calça;Seção Feminina;21,34;10;213,4;À prazo - Cartão;22/09/2021;0,1;18/11/2021;1
1716;Casaco;Seção Masculina;38,93;3;116,79;Boleto - à prazo;22/09/2021;0,15;22/10/2021;1
1717;Tênis;Seção Feminina;26,55;73;1938,15;À prazo - Cartão;22/09/2021;0,05;10/10/2021;0
1718;Sapato;Seção Feminina;26,55;24;637,2;À vista - cartão;23/09/2021;0,1;29/09/2021;1
1719;Casaco;Seção Feminina;26,1;1;26,1;Dinheiro - À vista;24/09/2021;0,1;24/09/2021;0
1720;Sapato;Seção Masculina;38,93;61;2374,73;Dinheiro - À vista;24/09/2021;0,15;24/09/2021;0
1721;Calça;Seção Masculina;26,1;75;1957,5;Boleto - à prazo;24/09/2021;0,1;04/10/2021;1
1722;Sapato;Seção Masculina;21,2;5;106;À vista - boleto;24/09/2021;0,1;20/10/2021;1
1723;Casaco;Seção Feminina;21;70;1470;Boleto - à prazo;25/09/2021;0,1;02/11/2021;1
1724;Sapato;Seção Feminina;21,2;54;1144,8;À prazo - Cartão;25/09/2021;0,15;27/10/2021;1
1725;Vestido;Seção Feminina;44,21;36;1591,56;Boleto - à prazo;25/09/2021;0,1;11/10/2021;0
1726;Sapato;Seção Feminina;26,1;72;1879,2;Boleto - à prazo;26/09/2021;0,1;14/11/2021;1
1727;Tênis;Seção Feminina;26,55;87;2309,85;Dinheiro - À vista;26/09/2021;0,15;26/09/2021;0
1728;Tênis;Seção Masculina;26,55;22;584,1;Boleto - à prazo;27/09/2021;0,1;28/09/2021;0
1729;Casaco;Seção Masculina;38,93;84;3270,12;Boleto - à prazo;28/09/2021;0,15;25/10/2021;1
1730;Sapato;Seção Masculina;26,55;45;1194,75;À vista - cartão;29/09/2021;0,05;25/11/2021;0
1731;Vestido;Seção Masculina;21,34;20;426,8;À prazo - Cartão;30/09/2021;0,15;29/10/2021;1
1732;Casaco;Seção Masculina;38,93;3;116,79;Boleto - à prazo;30/09/2021;0,1;27/11/2021;1
1733;Vestido;Seção Masculina;21;45;945;À prazo - Cartão;30/09/2021;0,15;18/11/2021;1
1734;Sapato;Seção Feminina;44,21;57;2519,97;Boleto - à prazo;01/10/2021;0,15;11/11/2021;0
1735;Vestido;Seção Feminina;21,2;53;1123,6;Boleto - à prazo;01/10/2021;0,15;16/11/2021;1
1736;Casaco;Seção Masculina;38,93;74;2880,82;À vista - cartão;01/10/2021;0,1;05/11/2021;0
1737;Calça;Seção Feminina;38,93;76;2958,68;Boleto - à prazo;01/10/2021;0,1;28/10/2021;1
1738;Vestido;Seção Feminina;26,55;11;292,05;Dinheiro - À vista;01/10/2021;0,05;01/10/2021;1
1739;Calça;Seção Feminina;26,55;94;2495,7;Dinheiro - À vista;01/10/2021;0,15;01/10/2021;0
1740;Tênis;Seção Masculina;26,55;26;690,3;Boleto - à prazo;01/10/2021;0,1;08/10/2021;0
1741;Vestido;Seção Feminina;38,93;37;1440,41;À vista - Dinheiro;03/10/2021;0,05;03/10/2021;1
1742;Sapato;Seção Feminina;21,34;67;1429,78;À vista - cartão;03/10/2021;0,15;30/11/2021;0
1743;Sapato;Seção Feminina;26,1;62;1618,2;Dinheiro - À vista;03/10/2021;0,1;03/10/2021;1
1744;Tênis;Seção Masculina;44,21;62;2741,02;Boleto - à prazo;03/10/2021;0,1;02/12/2021;0
1745;Sapato;Seção Masculina;26,55;56;1486,8;À vista - cartão;03/10/2021;0,15;02/12/2021;1
1746;Casaco;Seção Masculina;38,93;26;1012,18;Dinheiro - À vista;04/10/2021;0,1;04/10/2021;1
1747;Calça;Seção Feminina;35,18;82;2884,76;Boleto - à prazo;04/10/2021;0,1;26/11/2021;1
1748;Casaco;Seção Feminina;38,93;84;3270,12;À vista - boleto;04/10/2021;0,15;04/11/2021;0
1749;Casaco;Seção Feminina;21;63;1323;À prazo - Cartão;06/10/2021;0,1;23/11/2021;1
1750;Sapato;Seção Feminina;38,93;40;1557,2;Boleto - à prazo;06/10/2021;0,1;07/11/2021;1
1751;Vestido;Seção Feminina;21;80;1680;Boleto - à prazo;06/10/2021;0,1;18/11/2021;0
1752;Vestido;Seção Feminina;21,2;9;190,8;À vista - boleto;06/10/2021;0,1;14/10/2021;0
1753;Calça;Seção Masculina;44,21;28;1237,88;Boleto - à prazo;07/10/2021;0,1;26/11/2021;0
1754;Sapato;Seção Masculina;26,55;10;265,5;À vista - Dinheiro;07/10/2021;0,1;07/10/2021;0
1755;Vestido;Seção Masculina;26,55;71;1885,05;À vista - cartão;07/10/2021;0,15;31/10/2021;1
1756;Tênis;Seção Feminina;21,2;68;1441,6;Boleto - à prazo;08/10/2021;0,1;16/11/2021;1
1757;Vestido;Seção Masculina;26,55;100;2655;À vista - boleto;08/10/2021;0,1;05/12/2021;0
1758;Casaco;Seção Masculina;26,55;60;1593;À vista - cartão;08/10/2021;0,1;19/11/2021;1
1759;Sapato;Seção Feminina;21,2;91;1929,2;Boleto - à prazo;08/10/2021;0,15;22/11/2021;1
1760;Vestido;Seção Masculina;26,1;31;809,1;À prazo - Cartão;11/10/2021;0,15;01/11/2021;1
1761;Calça;Seção Feminina;21;75;1575;À prazo - Cartão;11/10/2021;0,1;28/10/2021;0
1762;Sapato;Seção Masculina;38,93;19;739,67;Boleto - à prazo;11/10/2021;0,15;13/11/2021;0
1763;Vestido;Seção Feminina;26,55;43;1141,65;À vista - boleto;12/10/2021;0,1;26/10/2021;1
1764;Calça;Seção Feminina;26,55;30;796,5;À prazo - Cartão;12/10/2021;0,1;03/12/2021;1
1765;Vestido;Seção Feminina;21,2;3;63,6;Boleto - à prazo;13/10/2021;0,1;02/11/2021;0
1766;Calça;Seção Feminina;21,2;74;1568,8;Boleto - à prazo;13/10/2021;0,1;09/12/2021;1
1767;Sapato;Seção Feminina;44,21;76;3359,96;Boleto - à prazo;13/10/2021;0,1;16/11/2021;1
1768;Vestido;Seção Masculina;21,34;43;917,62;Boleto - à prazo;13/10/2021;0,1;11/12/2021;0
1769;Sapato;Seção Feminina;26,55;15;398,25;À vista - Dinheiro;14/10/2021;0,15;14/10/2021;1
1770;Vestido;Seção Masculina;26,55;99;2628,45;Boleto - à prazo;14/10/2021;0,15;31/10/2021;1
1771;Vestido;Seção Masculina;26,1;88;2296,8;Boleto - à prazo;14/10/2021;0,15;16/10/2021;1
1772;Sapato;Seção Feminina;21,34;8;170,72;À prazo - Cartão;14/10/2021;0,15;05/12/2021;1
1773;Vestido;Seção Feminina;38,93;79;3075,47;Boleto - à prazo;15/10/2021;0,1;05/11/2021;1
1774;Vestido;Seção Feminina;21,34;61;1301,74;Boleto - à prazo;15/10/2021;0,1;06/11/2021;0
1775;Casaco;Seção Feminina;44,21;10;442,1;À vista - boleto;16/10/2021;0,15;17/11/2021;0
1776;Sapato;Seção Feminina;21,2;72;1526,4;Boleto - à prazo;17/10/2021;0,1;30/11/2021;1
1777;Casaco;Seção Masculina;26,55;84;2230,2;À vista - cartão;17/10/2021;0,15;15/11/2021;0
1778;Vestido;Seção Masculina;21,34;66;1408,44;À prazo - Cartão;17/10/2021;0,1;25/10/2021;1
1779;Tênis;Seção Masculina;21,34;38;810,92;Boleto - à prazo;17/10/2021;0,1;25/10/2021;1
1780;Sapato;Seção Masculina;38,93;35;1362,55;À vista - cartão;18/10/2021;0,15;29/11/2021;0
1781;Sapato;Seção Masculina;21,2;93;1971,6;À prazo - Cartão;18/10/2021;0,15;26/11/2021;1
1782;Casaco;Seção Feminina;26,55;80;2124;À prazo - Cartão;19/10/2021;0,15;13/11/2021;0
1783;Sapato;Seção Masculina;21;82;1722;À prazo - Cartão;19/10/2021;0,15;21/10/2021;0
1784;Sapato;Seção Feminina;38,93;67;2608,31;Boleto - à prazo;20/10/2021;0,15;18/11/2021;0
1785;Sapato;Seção Feminina;26,55;24;637,2;Dinheiro - À vista;21/10/2021;0,1;21/10/2021;1
1786;Vestido;Seção Feminina;38,93;99;3854,07;Dinheiro - À vista;22/10/2021;0,1;22/10/2021;1
1787;Vestido;Seção Masculina;26,55;97;2575,35;Boleto - à prazo;22/10/2021;0,15;28/10/2021;0
1788;Vestido;Seção Feminina;21,2;66;1399,2;Boleto - à prazo;23/10/2021;0,1;15/11/2021;0
1789;Vestido;Seção Masculina;26,55;59;1566,45;Boleto - à prazo;23/10/2021;0,15;16/12/2021;1
1790;Vestido;Seção Feminina;21;34;714;Boleto - à prazo;24/10/2021;0,1;06/12/2021;1
1791;Sapato;Seção Masculina;44,21;48;2122,08;À vista - cartão;24/10/2021;0,1;01/12/2021;0
1792;Casaco;Seção Masculina;21,2;34;720,8;À prazo - Cartão;25/10/2021;0,15;07/11/2021;1
1793;Sapato;Seção Feminina;21,2;84;1780,8;À vista - cartão;25/10/2021;0,15;05/11/2021;1
1794;Vestido;Seção Feminina;44,21;41;1812,61;À prazo - Cartão;25/10/2021;0,1;23/11/2021;1
1795;Casaco;Seção Feminina;26,1;18;469,8;À vista - boleto;26/10/2021;0,15;13/12/2021;0
1796;Vestido;Seção Masculina;26,1;59;1539,9;Boleto - à prazo;26/10/2021;0,15;07/12/2021;1
1797;Sapato;Seção Feminina;44,21;44;1945,24;Boleto - à prazo;26/10/2021;0,05;15/11/2021;1
1798;Sapato;Seção Masculina;21,2;11;233,2;Boleto - à prazo;27/10/2021;0,1;16/11/2021;0
1799;Vestido;Seção Masculina;21,2;46;975,2;À prazo - Cartão;27/10/2021;0,05;23/11/2021;1
1800;Casaco;Seção Masculina;26,55;74;1964,7;À prazo - Cartão;27/10/2021;0,05;20/11/2021;1
1801;Sapato;Seção Masculina;44,21;48;2122,08;À vista - cartão;27/10/2021;0,1;12/11/2021;0
1802;Vestido;Seção Feminina;35,18;38;1336,84;À vista - cartão;28/10/2021;0,05;01/11/2021;1
1803;Sapato;Seção Masculina;26,55;39;1035,45;Dinheiro - À vista;28/10/2021;0,15;28/10/2021;0
1804;Casaco;Seção Feminina;21,2;22;466,4;À prazo - Cartão;28/10/2021;0,1;26/12/2021;1
1805;Sapato;Seção Feminina;44,21;93;4111,53;À vista - cartão;28/10/2021;0,1;26/12/2021;1
1806;Calça;Seção Masculina;21,2;19;402,8;Boleto - à prazo;30/10/2021;0,1;08/12/2021;1
1807;Sapato;Seção Feminina;21,34;39;832,26;À prazo - Cartão;30/10/2021;0,1;21/11/2021;1
1808;Casaco;Seção Feminina;38,93;64;2491,52;À vista - Dinheiro;30/10/2021;0,1;30/10/2021;0
1809;Sapato;Seção Feminina;21,2;86;1823,2;Boleto - à prazo;30/10/2021;0,15;11/12/2021;0
1810;Sapato;Seção Masculina;21,2;4;84,8;À vista - boleto;31/10/2021;0,1;09/11/2021;1
1811;Vestido;Seção Feminina;21,2;58;1229,6;À prazo - Cartão;31/10/2021;0,1;06/12/2021;0
1812;Vestido;Seção Feminina;26,55;53;1407,15;Boleto - à prazo;31/10/2021;0,1;07/12/2021;1
1813;Sapato;Seção Feminina;21,34;34;725,56;À vista - cartão;01/11/2021;0,15;15/11/2021;1
1814;Vestido;Seção Masculina;26,1;39;1017,9;Boleto - à prazo;01/11/2021;0,1;19/11/2021;0
1815;Calça;Seção Feminina;21,34;15;320,1;À prazo - Cartão;01/11/2021;0,1;21/12/2021;0
1816;Sapato;Seção Feminina;21,2;11;233,2;Boleto - à prazo;01/11/2021;0,1;16/11/2021;0
1817;Calça;Seção Feminina;21,34;7;149,38;À prazo - Cartão;01/11/2021;0,1;30/12/2021;1
1818;Casaco;Seção Masculina;38,93;11;428,23;Dinheiro - À vista;01/11/2021;0,1;01/11/2021;0
1819;Casaco;Seção Feminina;21;48;1008;Dinheiro - À vista;02/11/2021;0,05;02/11/2021;0
1820;Sapato;Seção Feminina;26,1;84;2192,4;Boleto - à prazo;02/11/2021;0,15;13/11/2021;1
1821;Vestido;Seção Feminina;44,21;56;2475,76;Boleto - à prazo;03/11/2021;0,1;24/11/2021;0
1822;Sapato;Seção Masculina;44,21;91;4023,11;Dinheiro - À vista;04/11/2021;0,1;04/11/2021;0
1823;Sapato;Seção Feminina;26,55;68;1805,4;À vista - cartão;04/11/2021;0,1;19/12/2021;1
1824;Sapato;Seção Feminina;26,55;67;1778,85;Boleto - à prazo;05/11/2021;0,1;06/11/2021;1
1825;Tênis;Seção Feminina;38,93;14;545,02;À vista - boleto;05/11/2021;0,15;11/12/2021;1
1826;Calça;Seção Feminina;21,34;60;1280,4;À vista - cartão;06/11/2021;0,1;16/12/2021;0
1827;Vestido;Seção Masculina;26,1;67;1748,7;Boleto - à prazo;06/11/2021;0,1;09/12/2021;0
1828;Tênis;Seção Masculina;38,93;18;700,74;À vista - boleto;07/11/2021;0,1;29/11/2021;1
1829;Calça;Seção Masculina;38,93;88;3425,84;À vista - cartão;07/11/2021;0,1;24/11/2021;1
1830;Casaco;Seção Masculina;26,55;63;1672,65;Boleto - à prazo;07/11/2021;0,15;12/12/2021;1
1831;Vestido;Seção Masculina;26,55;26;690,3;Boleto - à prazo;08/11/2021;0,15;13/11/2021;1
1832;Sapato;Seção Feminina;26,1;94;2453,4;À vista - boleto;08/11/2021;0,1;12/12/2021;0
1833;Sapato;Seção Feminina;21,34;29;618,86;À vista - boleto;08/11/2021;0,1;10/12/2021;1
1834;Calça;Seção Feminina;26,1;33;861,3;Dinheiro - À vista;08/11/2021;0,1;08/11/2021;1
1835;Calça;Seção Masculina;21,2;89;1886,8;À prazo - Cartão;08/11/2021;0,1;08/12/2021;1
1836;Casaco;Seção Feminina;26,55;97;2575,35;À prazo - Cartão;08/11/2021;0,1;10/11/2021;1
1837;Sapato;Seção Feminina;38,93;7;272,51;Boleto - à prazo;09/11/2021;0,1;02/12/2021;0
1838;Vestido;Seção Feminina;21,34;33;704,22;À prazo - Cartão;09/11/2021;0,15;24/12/2021;1
1839;Sapato;Seção Feminina;26,1;38;991,8;À vista - cartão;10/11/2021;0,1;18/12/2021;1
1840;Casaco;Seção Feminina;21,34;21;448,14;À vista - Dinheiro;10/11/2021;0,1;10/11/2021;0
1841;Casaco;Seção Feminina;26,55;93;2469,15;À vista - boleto;11/11/2021;0,15;12/12/2021;0
1842;Vestido;Seção Masculina;26,55;86;2283,3;Boleto - à prazo;11/11/2021;0,1;05/01/2022;1
1843;Vestido;Seção Masculina;38,93;74;2880,82;Boleto - à prazo;12/11/2021;0,1;18/11/2021;1
1844;Vestido;Seção Masculina;21,2;14;296,8;À prazo - Cartão;12/11/2021;0,15;10/01/2022;0
1845;Calça;Seção Masculina;21,34;22;469,48;À prazo - Cartão;12/11/2021;0,15;04/12/2021;0
1846;Sapato;Seção Masculina;26,55;46;1221,3;Dinheiro - À vista;13/11/2021;0,15;13/11/2021;0
